specObjID,z,ra,dec,type,dered_u,dered_g,dered_r,dered_i,dered_z
8727121618009348096,-0.0004287061,0.045666008000012,33.451501,6,19.81382,18.67632,18.32158,18.21461,18.14181
12699292922111350784,1.161447,0.0272059860000127,7.157843,6,22.04016,21.96663,21.50631,21.11016,21.46761
5106049634335479808,0.3532927,0.0293567539999913,7.2068225,3,22.67299,20.70761,18.98204,18.401,17.93364
8551281652323866624,0.4921949,0.0285451799999805,20.982378,3,23.46783,22.6512,21.64968,20.62371,19.80657
6879279322479482880,0.1471341,0.0331715969999777,20.890101,3,20.28513,18.15039,17.07718,16.60306,16.26978
6879279872235296768,0.2710147,0.0877130950000264,20.949333,3,21.47547,19.24277,17.76512,17.20311,16.88905
8724694171078907904,2.372892,0.00681879680001884,30.519356,6,22.42633,21.70399,21.655,21.60472,21.23911
7316146358196656128,2.373437,0.00682730699998046,30.519361,6,22.42633,21.70399,21.655,21.60472,21.23911
8032333872808351744,2.373812,0.00682731220001642,30.519361,6,22.42633,21.70399,21.655,21.60472,21.23911
8724693071567280128,2.033231,0.0375297670000236,30.405622,6,20.52649,20.33367,20.37829,20.26982,20.08531
9841501380178892800,2.287766,0.0149765049999928,3.9052548,6,21.66032,21.24918,21.1228,20.87646,20.55284
4815720284547209216,2.794425,0.0192200000000184,3.8562326,6,21.60826,21.19469,21.06469,21.12422,20.79567
9841499456033544192,2.797214,0.0192243829999938,3.8562326,6,21.60826,21.19469,21.06469,21.12422,20.79567
4815721109180930048,0.5301961,0.0398400000000265,3.8542938,3,22.07077,22.22121,20.36195,19.35568,18.72164
9841500005789358080,1.151436,0.068523325000001,3.8735314,null,null,null,null,null,null
7742969624921397248,0.5460951,0.0342270329999792,26.54098,3,25.64006,21.67261,20.0474,19.17728,18.52563
8663922781992540160,1.153987,0.0388097360000188,26.59337,6,20.52958,20.58274,20.36224,20.42796,20.18227
7742969899799304192,-0.0008050701,0.0539425069999879,26.595519,6,21.03242,19.77354,19.2409,19.09029,19.03288
8663922232236726272,9.394839E-05,0.0638756189999867,26.60561,6,24.46624,25.14845,23.8105,21.47606,18.86097
8631386303496476672,0.8948973,0.067885471000011,26.560396,6,21.09109,20.65159,20.62966,20.51409,20.223
4815712862843721728,0.7322258,0.00123000000002094,4.7958211,3,22.17093,21.9211,20.86613,19.89971,19.57269
4970969407696427008,0.6957697,0.00180851980002217,4.4573337,3,22.51621,23.25885,21.13766,19.82834,19.08003
4970975729888286720,1.617616,0.0040497586999777,4.8297822,6,20.30672,19.84625,19.56126,19.35159,19.24363
4815713962355349504,0.577309,0.00562000000002172,4.6915799,3,27.0605,22.25082,20.29401,19.23043,18.70601
9840458767891978240,1.801561,0.0132535559999951,5.1395523,6,22.74162,21.58814,21.4504,21.00526,20.89265
4970977379155728384,0.3578463,0.0138639209999951,5.0069644,3,22.51714,20.92014,19.256,18.55242,18.20844
4815712587965814784,0.530685,0.0143800000000169,5.037233,3,22.76299,22.12316,20.3779,19.51196,18.96107
9841758665899792384,2.73465,0.015233663999993,4.2489774,6,22.341,21.24906,20.70409,20.357,19.91375
9841755917120722944,-0.0002231045,0.0177520049999771,4.564439,6,25.95719,22.48167,21.32875,20.46277,19.96289
4970978478667356160,1.041508,0.0242747870000244,5.206847,null,null,null,null,null,null
9840457668380350464,0.1717215,0.0275508299999956,5.1206949,6,22.28767,21.09416,20.50117,20.23235,20.23444
9841755092487002112,0.7231332,0.0335565679999945,4.6907701,null,null,null,null,null,null
4970972981109217280,0.6285838,0.0358382719999781,4.4832664,null,null,null,null,null,null
9841757566388164608,1.606342,0.0358390040000245,4.4832663,null,null,null,null,null,null
4970975180132472832,1.046868,0.0360141429999885,4.9081958,null,null,null,null,null,null
9841753718097467392,0.8701824,0.036069628000007,4.8349781,3,23.77764,23.5942,22.16546,21.05299,19.75658
4970973530865031168,0.5039831,0.0363162869999769,4.625804,3,23.22133,21.94331,20.22488,19.4098,18.71916
9841759215655606272,0.6236972,0.0380979560000014,4.1329934,3,25.83149,23.29363,21.69186,20.61529,19.8504
9840458493014071296,-0.000141732,0.0382829440000023,5.1898991,3,22.78147,24.1345,22.43572,21.01852,19.76604
9841749869806770176,0.5054328,0.0397440230000257,5.0043163,3,24.25234,23.03783,21.32471,20.30331,19.60802
4970970232330147840,0.6929389,0.042570717999979,4.412903,null,null,null,null,null,null
4815717260890232832,0.6954009,0.0431800000000067,4.1771391,3,26.52952,23.9912,21.30556,19.9962,19.52892
4815711213576280064,0.5294948,0.0453899999999976,4.9129749,3,21.56403,21.73144,19.98046,18.96388,18.446
4815712038210000896,-0.000719795,0.0456899999999791,5.077979,6,21.13848,20.30145,20.17763,20.2187,20.0385
4970977104277821440,0.5691178,0.0476691360000245,5.0739949,3,23.95443,22.50283,20.74626,19.7226,19.53289
4970971881597589504,0.5256964,0.0480512720000092,4.4590893,3,25.24724,22.4922,20.94783,19.83127,19.46448
4815715061866977280,0.0001520112,0.0506500000000187,4.489173,3,22.40312,21.18368,20.12346,19.07069,18.59204
9841760040289327104,0.9239045,0.0507232649999878,4.0828366,6,19.83392,19.79807,19.71011,19.68983,19.61966
4815713687477442560,2.62591,0.0543099999999868,4.7343246,6,21.69281,21.02334,20.76794,20.92564,20.30332
9841753992975374336,2.624013,0.0543122469999844,4.7343246,6,21.69281,21.02334,20.76794,20.92564,20.30332
4815715336744884224,0.09431242,0.0573800000000233,4.4606024,3,18.94936,17.17093,16.30611,15.92793,15.62449
9841757291510257664,0,0.0578694260000248,4.7644736,6,21.75849,21.64674,21.46832,21.02957,21.52523
4970976279644100608,2.642794,0.0689294190000282,5.1845155,6,21.93632,20.88169,20.85348,20.84009,21.01295
4815710663820466176,0.504328,0.0696500000000242,5.0104138,3,22.74026,21.51749,20.16906,19.43376,19.09886
4815718360401860608,0.6050605,0.0727999999999724,4.0991616,3,23.20349,22.16496,20.28031,19.13241,18.69279
9841756741754443776,0.1427783,0.0737070590000144,4.261875,6,20.94758,23.05393,22.26198,21.66772,21.723
4815710938698373120,2.228069,0.0757699999999772,5.1343505,6,21.02434,20.50962,20.64316,20.3452,19.96143
9840456843746629632,2.228337,0.0757709229999932,5.1343505,6,21.02434,20.50962,20.64316,20.3452,19.96143
4815714512111163392,0.5739943,0.0783500000000004,4.5330581,3,22.28525,22.02958,20.19819,19.11168,18.69766
9841751244196304896,1.012284,0.0788491499999964,4.8134043,6,21.00336,20.77694,20.32858,20.26474,20.13972
4815721658936743936,0.5759001,0.0793499999999767,5.1612769,3,22.03817,21.01482,20.09347,19.3985,19.10607
4970974905254565888,0.6183779,0.0810410870000169,5.1500152,3,22.68633,21.21565,20.05492,19.24356,19.01343
9843889798892509184,0.5370754,0.0846367269999746,4.1243702,6,19.05992,18.68166,18.65126,18.39206,18.44901
4815711488454187008,0.001040005,0.0855000000000246,5.0897062,null,null,null,null,null,null
9840456293990815744,1.628551,0.0863948690000029,5.0548245,6,22.02637,21.79318,21.73094,21.48742,22.25853
4970975455010379776,0.5892444,0.0883497379999767,5.1710921,3,23.50819,21.92107,21.04459,20.16274,19.96124
9840454644723374080,0.8178608,0.0891042270000071,4.6145742,3,23.96689,22.72732,21.50258,20.52398,19.84276
9840453820089653248,0.4373133,0.0913893179999832,4.4289502,6,21.56709,21.33407,21.22298,21.54761,21.35237
9841758940777699328,1.668839,0.0922439940000004,4.1263663,6,22.74505,21.95361,21.45968,20.81011,20.86064
4815716711134418944,0.6190424,0.0955200000000218,4.0545707,3,21.88349,21.60341,20.32312,19.46096,19.32327
9840455469357094912,0.6025122,0.0976339129999815,4.7845969,6,21.84089,22.04018,21.79756,21.45518,21.33858
9840454369845467136,1.076388,0.101282179999998,4.5400842,null,null,null,null,null,null
9840457118624536576,1.646003,0.105123160000005,4.9845572,null,null,null,null,null,null
4815726056983255040,2.18989E-05,0.105709999999988,4.7961148,3,24.50373,22.06802,21.2884,19.84135,22.7879
9841751519074211840,-1.435563E-05,0.108757889999993,4.8495528,3,23.23249,25.62814,22.6472,21.40965,19.88723
4815716436256512000,0.6209636,0.114590000000021,4.2278726,3,25.04102,21.32446,20.18962,19.21035,18.66192
4815724407715813376,0.5205876,0.116769999999974,4.9852992,3,26.87938,21.89772,20.21039,19.29218,18.97093
9843891173282043904,0.7732634,0.118645370000024,4.1712126,3,26.02758,22.6371,21.54924,20.3647,19.55395
9840457943258257408,-0.00042914,0.123704999999973,5.096958,6,24.29436,21.90202,20.33101,19.6832,19.41832
9840453545211746304,1.801864,0.125997120000022,4.4024699,6,21.31281,21.2531,20.98011,20.68479,20.77821
9840456019112908800,1.536014,0.126022060000025,4.938486,6,20.37299,20.11731,19.7904,19.63319,19.69512
9840456568868722688,1.521788,0.128108399999974,4.9841907,6,19.04437,18.90655,18.82869,18.65392,18.70664
4970973805742938112,0.6207091,0.131286559999978,4.844795,3,26.08766,22.57176,20.87335,19.65519,19.20551
4970974080620845056,0.10731,0.132788819999973,4.5502002,3,19.2406,17.14127,16.10306,15.65711,15.28578
9841752068830025728,0.6708254,0.134662639999988,4.8592959,3,25.16806,23.88503,21.56784,20.45949,19.82601
9841756191998629888,1.367614,0.134752219999996,4.3943828,6,19.13417,19.16689,18.91015,18.92752,18.99249
9841688297155614720,0,0.136037929999986,4.4318124,6,22.66329,21.4242,21.03242,20.67344,21.28074
4815723583082092544,-0.001055645,0.142769999999985,4.9036276,6,21.42703,20.77393,20.60241,20.65166,21.64982
9841754542731188224,1.364802,0.145481679999989,4.7035634,6,21.53138,21.78889,21.31318,21.16342,20.83416
4815717810646046720,0.6043898,0.150759999999991,4.0691226,3,25.75655,23.20341,21.15222,19.92227,19.63684
9841752893463746560,0.9474419,0.153070239999977,4.7509375,6,21.23351,21.09039,20.84768,20.678,20.47669
4970976004766193664,6.655118,0.155181359999972,5.1102976,3,25.19897,21.81391,20.66423,19.60564,19.60133
4815725507227441152,0.5314782,0.156209999999987,4.8025965,3,26.23483,21.17669,19.6609,18.89153,18.51045
9840457393502443520,0.837429,0.157236399999988,4.9472668,3,25.85082,23.85091,21.51897,20.48369,19.53378
4970973255987124224,0.5296075,0.162886870000023,4.7909724,3,24.71136,22.29469,20.6288,19.69097,19.32754
9840447497897793536,1.766041,0.165251350000005,5.0839453,6,21.61682,21.6089,21.67426,21.30345,20.64926
4970971331841775616,0.220053,0.169531529999972,4.3858987,3,20.75783,18.71865,17.41267,16.92856,16.62883
9840455744235001856,2.067863,0.169733090000022,4.9644362,6,20.47802,20.22233,20.08164,19.72893,19.60531
4815724957471627264,0.5306401,0.170819999999992,4.7920698,3,22.69644,21.66819,20.28372,19.35373,18.80931
4815716161378605056,0.705216,0.171550000000025,4.1802841,3,22.84262,22.53583,20.96162,19.66716,19.13944
9840447772775700480,1.179287,0.171979529999987,4.9864838,6,20.92591,20.86763,20.65536,20.68093,20.07351
4970963910138288128,0.6455994,0.172085960000004,4.8719845,3,26.10395,23.38894,21.46758,20.40557,20.38534
4815726606739068928,0.50393,0.172529999999995,4.4821142,3,23.15394,21.51926,19.82495,18.90055,18.43214
9843889524014602240,0.7074108,0.17644488000002,4.2275647,3,23.54991,24.49819,21.95303,20.65383,19.76323
9840454919601281024,1.806885,0.180088539999986,4.6773337,6,20.83126,20.70104,20.66924,20.35079,20.537
9840446948141979648,0.5900814,0.18224373999999,5.1879241,3,24.55745,23.64342,21.71009,20.71761,19.78186
4815723857959999488,0.5168142,0.184309999999982,4.8837591,3,24.11711,21.99841,20.39952,19.48088,19.18371
9840455194479187968,0.002193249,0.185648710000009,4.8985303,6,21.99145,21.87297,21.6879,22.21859,23.3786
4970966933795264512,0.1316095,0.191296910000005,5.0549272,3,19.47238,17.60278,16.55724,16.11814,15.77537
4815721933814650880,0.1316597,0.191300000000012,5.0549272,3,19.47238,17.60278,16.55724,16.11814,15.77537
9840454094967560192,0.9803773,0.191758429999993,4.5838586,3,22.66473,24.46631,23.38434,20.90444,19.61066
9843889249136695296,2.289856,0.192157599999973,4.3905924,6,21.39717,20.68784,20.48999,20.48309,20.0352
4970970782085961728,2.288267,0.192157629999997,4.3905924,6,21.39717,20.68784,20.48999,20.48309,20.0352
4815717535768139776,2.289248,0.192160000000001,4.3905924,6,21.39717,20.68784,20.48999,20.48309,20.0352
4815718085523953664,-0.00100894,0.192439999999976,4.1876712,6,25.21245,21.86731,21.01353,21.03445,21.14014
9841759765411420160,1.776564,0.192910760000018,4.2771704,6,20.37924,20.26204,20.26225,19.99696,19.86787
9843888424502974464,1.779259,0.192910779999977,4.2771704,6,20.37924,20.26204,20.26225,19.99696,19.86787
4970964734772008960,0.1735507,0.193276099999991,4.849683,3,18.60484,17.19738,16.39489,15.9661,15.71738
4815724132837906432,0.1735531,0.193280000000016,4.849683,3,18.60484,17.19738,16.39489,15.9661,15.71738
9841631672306784256,0,0.194485450000002,4.4148836,3,26.58988,24.12072,22.96418,21.00831,19.90418
9843886225479718912,1.057569,0.19448546000001,4.4148836,3,26.58988,24.12072,22.96418,21.00831,19.90418
4815726331861161984,0.3202298,0.196700000000021,4.5002979,null,null,null,null,null,null
4970970507208054784,0.682242,0.200271569999984,4.5479577,3,21.34576,21.52454,20.30216,19.42878,18.95332
4970963635260381184,0.6066541,0.204474360000006,4.8094413,3,22.84555,21.36979,19.78159,18.7997,18.23534
9840442550095468544,0.2565823,0.211340459999974,4.3622041,6,21.06761,20.25609,19.39289,19.08553,18.73244
9843886500357625856,0.2566316,0.211340469999982,4.3622041,6,21.06761,20.25609,19.39289,19.08553,18.73244
4815726881616975872,2.611297,0.215860000000021,4.4549218,6,22.9052,20.7807,20.47196,20.40747,20.04705
9840443649607096320,2.613475,0.215863259999992,4.4549218,6,22.9052,20.7807,20.47196,20.40747,20.04705
4970968857940613120,0.5581349,0.218698169999982,5.1712415,3,21.77307,21.57093,20.09154,19.02715,18.43149
4815722483570464768,0.181442,0.220439999999996,4.9991815,3,22.52837,19.05438,17.71314,17.09465,16.62197
4815728530884417536,0.09536228,0.225639999999999,4.186807,3,18.91666,17.03677,16.08875,15.64829,15.29779
9843890898404136960,1.227137,0.226952449999999,4.2715614,6,19.29057,19.08976,18.85621,18.97066,19.11312
9841761414678861824,1.227911,0.226952460000007,4.2715614,6,19.29057,19.08976,18.85621,18.97066,19.11312
4970966658917357568,0.5275954,0.232469540000011,5.1493234,3,25.80357,22.39314,20.67511,19.6529,18.85678
4815722208692557824,0.5676596,0.238830000000007,4.9826923,3,23.16703,21.77079,20.47838,19.67165,19.34893
9843890348648323072,0.4909216,0.241929330000005,4.1451597,null,null,null,null,null,null
9840446398386165760,0.8252628,0.251753539999982,5.11309,3,22.48336,23.12759,22.05831,20.71959,19.9255
9843890623526230016,0.7051924,0.253674250000017,4.3381826,3,23.69206,23.54113,21.62901,20.58641,19.94172
4970963360382474240,0.5335259,0.254915419999975,4.6765126,3,23.96578,22.40089,20.56417,19.56997,19.22285
4815727156494882816,0.5352969,0.257690000000025,4.2191105,3,26.75184,21.86995,20.1996,19.26518,18.85904
4815725232349534208,0.5861804,0.258930000000021,4.555387,3,17.9123,18.96984,17.64123,16.9921,16.05802
9840445848630351872,1.581606,0.259575820000009,5.0947347,6,22.79072,22.04518,21.88208,21.57699,22.75235
4970969682574333952,0.4094442,0.265184229999988,4.2803937,3,22.04566,20.58803,18.85342,18.19719,17.6439
9841761139800954880,1.353957,0.265812610000012,4.5671845,6,19.95757,20.00496,19.7254,19.69853,19.79802
4970961711115032576,1.417447E-05,0.266055789999996,4.5014325,3,25.46715,19.855,18.20116,17.04495,16.31293
8044627512335292416,0.1668259,0.0539402250000194,34.739934,3,20.331,18.38138,17.26698,16.76028,16.40026
1732904591785224192,0.1616413,0.021381,1.227814,3,20.50601,19.46209,18.88602,18.60082,18.41748
4746987063429322752,0.5222546,0.0219236479999836,1.2170109,3,21.55316,20.95241,19.65882,18.94057,18.46028
10586974947271530496,0.9066878,0.0290091649999908,1.2081167,3,22.50528,23.28297,22.19211,22.04097,21.22292
8840681359595034624,0.8960436,0.040540888999999,1.2276786,3,21.37833,24.23517,21.65191,20.41016,19.13349
10586974672393623552,0.9785241,0.0507867200000192,1.2356579,3,24.20714,22.59122,22.62429,22.07027,22.23546
10586975222149437440,1.189292,0.0636093950000145,1.1889203,null,null,null,null,null,null
1228507205267908608,0.2537717,0.10069952,1.1989257,3,21.24045,20.48465,19.84174,19.67636,19.39767
1676608222858864640,-1.867183E-05,0.1026,1.205789,6,16.64129,15.57198,15.21266,15.08386,15.06786
8724697744491698176,1.585865,0.0490760220000084,29.676413,6,20.94331,20.61898,20.35217,20.12913,20.23734
8032288517953705984,0.5017337,0.0680471349999721,29.643069,3,25.64231,21.52859,19.71481,18.78077,18.29031
8032289342587426816,0.04206853,0.0687015789999919,29.719311,null,null,null,null,null,null
8724687024253327360,1.187929,0.0756835820000106,29.632897,6,21.76064,21.33503,20.82861,20.88142,21.49295
8032288792831612928,1.986072,0.0869799220000118,29.654619,null,null,null,null,null,null
8724688398642862080,2.203104,0.090894053999989,29.698079,6,22.16749,21.88353,21.73986,21.83539,21.66512
8724690047910303744,0.1937413,0.10892290999999,29.662888,3,20.2123,18.85975,24.06138,21.55052,17.54773
8665178149410330624,2.221047,0.113685770000018,29.716891,6,21.95337,21.32771,21.37102,21.11825,21.10031
8724687848887048192,0.7647162,0.126342509999972,29.774686,3,23.04467,22.26788,21.58998,20.5734,19.92461
6926540728358426624,0.4219227,0.0441082869999718,8.8033495,3,22.33722,20.3784,18.60599,17.89981,17.44755
8044765501044578304,0.3269315,0.0690785880000249,35.687576,3,21.40778,20.59078,18.91572,18.33923,17.85138
8044764951288764416,-0.0002745466,0.0714747459999785,35.64388,6,24.75307,20.75013,19.79608,19.50717,19.36363
8044776221282949120,0.6987283,0.096936458000016,35.664004,3,23.25625,21.78637,20.69926,19.8308,19.40406
8725945695708928000,0.585965,0.102849660000004,35.598501,3,22.86124,23.30038,21.58616,20.57387,19.77009
8725954491801950208,0.7944423,0.112293319999992,35.70337,3,24.00071,25.01916,22.66563,20.8379,19.86341
8725946520342648832,1.030807,0.125379959999975,35.608141,6,20.84525,20.61244,20.22144,20.28819,20.02086
8044775121771321344,0.3197833,0.13480327000002,35.592712,3,24.98787,21.11375,19.63964,18.8171,18.3125
8725955866191484928,2.045073,0.159217969999986,35.649981,6,22.08432,21.89984,21.75763,21.58788,22.87564
8044775671527135232,0.474854,0.161082179999994,35.661688,3,22.38504,21.53025,20.05416,19.18961,19.33596
8725956415947298816,0.2373047,0.170266360000028,35.574231,6,23.70684,21.65006,21.77556,20.16657,21.98883
8630147978341144576,0.2539811,0.115996890000019,22.714164,3,28.88846,25.11345,23.31346,21.44056,17.07882
8630134509323704320,-0.0001357061,0.204585010000017,22.706332,6,25.07039,22.42445,21.18174,19.75549,19.22354
7333028534238337024,0.6512721,0.0932895860000258,24.308863,null,null,null,null,null,null
7333027984482523136,0.2911382,0.106071629999974,24.294187,null,null,null,null,null,null
3153719104129492992,-0.00027612,0.112421,24.317823,6,16.80077,15.69255,15.47829,15.42369,15.44428
3177370149971847168,-0.0002612899,0.112421,24.317823,6,16.80077,15.69255,15.47829,15.42369,15.44428
8630177115399280640,0.2672397,0.133647510000003,24.27185,6,21.29757,21.15274,20.70332,21.16282,20.52922
8725776370918250496,0.5623661,0.175945220000017,34.760779,3,25.69098,22.65763,21.20123,20.22028,19.54819
7333027434726709248,0.5109025,0.0656788590000019,24.261928,3,22.61074,21.30325,19.83427,18.89203,18.39986
3153730374123677696,-0.0006936996,0.067428,24.23758,6,17.68224,16.64179,16.34649,16.21,16.18528
7333028534238337024,0.6512721,0.0932895860000258,24.308863,null,null,null,null,null,null
7333027984482523136,0.2911382,0.106071629999974,24.294187,null,null,null,null,null,null
3153719104129492992,-0.00027612,0.112421,24.317823,6,16.80077,15.69255,15.47829,15.42369,15.44428
3177370149971847168,-0.0002612899,0.112421,24.317823,6,16.80077,15.69255,15.47829,15.42369,15.44428
8630177115399280640,0.2672397,0.133647510000003,24.27185,6,21.29757,21.15274,20.70332,21.16282,20.52922
3153706459745773568,-0.0002139029,0.179195,24.304609,6,17.07837,15.71342,15.25589,15.09389,15.05066
8630177665155094528,1.565682,0.210540340000023,24.303431,6,20.34774,20.09921,20.08905,19.93247,20.01699
8631385753740662784,-1.928586E-06,0.0427543729999798,26.789447,6,21.58521,19.53197,18.78857,18.53865,18.40866
8663925255893702656,2.84543,0.0463326519999896,26.788069,6,23.16463,21.90446,21.93947,21.53435,21.58669
8631386028618569728,-6.272096E-05,0.0550282169999718,26.810819,6,24.25471,24.12878,22.2727,20.65705,19.58174
8663915635166959616,-0.0001351358,0.0744081299999948,26.804718,6,24.99551,24.69341,22.9094,20.50377,19.55341
7742970449555118080,-0.0008027207,0.0771812589999854,26.777407,6,23.72487,21.50656,21.27059,21.30568,21.00188
7330757767798740992,0.4871882,0.0781382060000055,26.765478,3,25.5691,22.19987,20.3759,19.4532,19.05054
8631386578374383616,0.4872142,0.110635000000002,26.830767,6,18.82647,18.4182,18.28225,17.98824,17.74271
8631387677886011392,0.3598076,0.11272335000001,26.742772,3,25.5459,23.54551,22.69147,21.7191,19.76299
3155964307494168576,-0.0001307325,0.156045,26.84365,6,17.35322,16.19688,15.83734,15.7164,15.69149
3179613979383195648,-0.000170953,0.156045,26.84365,6,17.35322,16.19688,15.83734,15.7164,15.69149
8663915910044866560,-0.0003586022,0.164740199999983,26.839857,6,21.32249,20.03328,19.58153,19.37611,19.24081
8631396748856940544,1.552277,0.173106990000008,26.810298,6,19.42884,19.21161,18.99461,18.68653,18.71626
8631397298612754432,0.1485419,0.183318810000003,26.74526,6,23.11707,22.01381,21.84589,21.44149,21.07191
8663915085411145728,-2.096888E-05,0.185136929999999,26.814153,6,25.00108,25.43703,23.22942,20.96614,19.74195
8631398123246475264,0.6727535,0.206262130000027,26.675268,3,23.73869,24.3299,21.86634,20.68474,19.69483
8663913985899517952,0.6880192,0.218366689999982,26.675302,3,23.25771,24.1207,21.72153,20.5389,19.90723
8663915360289052672,1.283845,0.235361759999989,26.819317,6,21.96838,22.04114,21.48299,21.62567,21.79589
8663914810533238784,0.5896571,0.24775803,26.734759,6,21.58159,21.24103,21.13711,20.83302,20.74735
7742968525409769472,0.4847175,0.26461673,26.665253,3,24.6534,21.91392,20.36692,19.53222,19.21881
8663905464684402688,1.452461,0.268107079999993,26.833659,6,20.72233,20.58354,20.50233,20.35466,20.41542
3179602159633197056,3.987548E-05,0.291678,26.768916,6,20.82633,19.95614,19.72163,19.67976,19.86381
8663916459800680448,-1.423587E-05,0.10812199999998,26.873911,6,26.29864,22.55413,21.36082,20.4314,18.92618
7742968250531862528,-2.458249E-06,0.114882609999995,26.870676,null,null,null,null,null,null
8663917009556494336,-0.0002024147,0.159062020000022,26.943295,6,24.9073,22.01966,20.82825,20.22492,19.15641
3155968705540679680,-5.34943E-05,0.171206,26.886192,6,18.89027,17.25851,16.70733,16.51295,16.43916
7742976771746977792,0.5624483,0.18065064000001,26.929653,3,24.44295,22.67891,20.52053,19.44589,18.95445
8663916734678587392,0.7391745,0.193046059999972,26.969645,3,25.60321,25.55053,22.50955,20.84707,19.83136
7330745948048742400,-0.0005836788,0.219170459999987,26.916571,6,19.2928,18.39854,18.15322,18.08544,18.07583
7742971274188838912,0.555342,0.242628980000006,26.892723,3,26.85308,22.16592,20.89278,19.85667,19.5927
8663906564196030464,1.392732,0.244546780000007,26.902585,6,20.9229,20.68939,20.4793,20.43145,20.28151
3179617003040172032,-0.0003788969,0.258957,26.906004,6,20.26008,18.75548,18.26892,18.03842,17.93945
844557733658126336,0.04219447,0.14075013,15.183925,3,18.73495,17.82036,17.48968,17.25711,17.14384
844567079506962432,0.1239448,0.1474081,15.231795,3,19.26468,17.58741,16.63576,16.2002,15.83083
6954857277687093248,0.4426547,0.150260349999996,15.22094,3,25.4368,21.73892,19.96719,19.16317,18.62232
845647624827594752,0.1517108,0.16139364,15.407582,3,19.59056,18.21815,17.27962,16.81053,16.48989
844567354384869376,0.1534267,0.16948001,15.322025,3,19.82491,18.22057,17.17226,16.67715,16.32506
844564880483706880,0.118134,0.17060926,15.387654,3,20.24836,18.63893,17.62695,17.22937,16.89116
845649548972943360,0.1545009,0.20912226,15.362296,3,19.35035,17.24125,16.06913,15.59322,15.25414
845647349949687808,0.1755647,0.21151734,15.209487,3,19.39497,18.10226,17.24678,16.8516,16.57549
6954855078663837696,0.5197923,0.211788420000005,15.459753,3,23.07986,21.90919,20.4704,19.57645,19.19946
845646800193873920,0.09703922,0.21417698,15.250844,3,18.39233,17.19942,16.67261,16.36468,16.20035
844566804629055488,0.04579797,0.2281323,15.218737,3,18.38149,17.11185,16.50226,16.15811,15.89315
844565430239520768,0.1518225,0.22964308,15.355532,3,20.07994,18.11483,17.00714,16.53316,16.15298
845649274095036416,0.0967738,0.2398578,15.278276,3,20.32877,18.14191,17.22233,16.81849,16.45073
844563231216265216,0.1537269,0.24152118,15.393396,3,20.7969,18.82467,17.80272,17.35159,17.01493
8724781307375409152,0.7508032,0.00191148070001645,32.112785,3,25.73094,23.47181,21.58258,20.39446,19.60146
8043492541407188992,0.5617854,0.00996514420000949,32.271345,3,23.5425,22.35412,20.75762,19.73234,19.2621
7316320355911751680,0.2117109,0.0276225110000041,31.876263,3,20.92735,18.51715,17.13244,16.62333,16.28071
8724780757619595264,0.5920319,0.0284508899999878,32.026083,3,22.90409,23.2072,21.61204,20.54904,19.82532
7316325578591983616,0.2447446,0.0389218930000084,32.147668,3,21.89457,18.88398,17.42333,16.89977,16.60913
8043490342383933440,0.2447953,0.0389218949999872,32.147668,3,21.89457,18.88398,17.42333,16.89977,16.60913
7316329152004773888,-0.0001057432,0.0483254939999824,32.025845,6,24.08266,20.74261,19.85374,19.47441,19.26826
8043490892139747328,0.08937933,0.0506731849999937,32.129846,3,19.0286,17.10822,16.17321,15.76533,15.41164
7316328602248960000,0.08937551,0.0506731859999832,32.129846,3,19.0286,17.10822,16.17321,15.76533,15.41164
8043489792628119552,3.279226,0.0522097429999917,31.909375,6,22.28323,20.64786,20.42887,20.57455,20.4248
8043492816285095936,-0.001158447,0.0545046930000126,32.227974,6,20.68188,19.64305,19.45525,19.43453,19.48537
7316318156888496128,0.208304,0.0564112089999753,31.917639,3,21.20296,18.88864,17.50443,16.99781,16.62738
7316326952981518336,0.08738164,0.0653177329999721,32.219244,3,19.29965,17.34712,16.4061,15.98779,15.63675
8726850588393101312,0.6579292,0.0804158569999913,32.121848,3,24.90154,23.67647,21.41213,20.03004,19.35838
8043491441895561216,0.2931725,0.0812035019999939,32.316421,3,22.18376,20.55477,19.0013,18.32676,17.90477
7316352516626864128,0.4884576,0.0905984560000093,32.065317,3,24.0464,22.57244,20.6979,19.81454,19.54421
7316328327371053056,0.08824886,0.0936829969999735,32.135952,3,19.26018,17.47501,16.52702,16.06449,15.71929
8043480721657190400,0.09012822,0.105144740000014,32.170918,3,18.91402,17.19443,16.29685,15.84742,15.50143
8724791752735873024,0.6390103,0.119287410000027,32.249728,3,25.76013,23.25811,21.57256,20.54344,19.82553
7316337398341982208,2.745618,0.127409810000017,32.314919,6,22.40052,20.7458,20.37527,20.29437,19.87876
7316330251516401664,0.9781947,0.129412500000001,32.038319,6,22.69942,21.9163,21.63129,21.72191,22.03847
8724791477857966080,0.9719827,0.129421920000027,32.038326,6,22.69942,21.9163,21.63129,21.72191,22.03847
7316337123464075264,0.5989341,0.132673529999977,32.207554,3,22.77808,22.35207,20.44296,19.28257,18.90169
7316311834696636416,0,0.143189090000021,32.005096,null,null,null,null,null,null
7316337948097796096,2.343051,0.151233579999996,32.343704,6,19.3092,18.70678,18.69116,18.70774,18.50365
7316338222975703040,3.221299,0.152016870000011,32.184028,6,24.25009,21.09387,20.76972,20.49243,20.25241
